breakpoints,primitives,points
33500,movel_fit,"[array([1111.13392256,  172.41394928,  980.47979851])]"
34000,movel_fit,"[array([1112.11331091,  182.60845532,  979.63099748])]"
34500,movel_fit,"[array([1112.64134403,  192.85815205,  979.11614565])]"
35000,movel_fit,"[array([1112.68156089,  203.12387155,  978.98679179])]"
35500,movel_fit,"[array([1112.2092848 ,  213.38175127,  979.2676216 ])]"
36000,movel_fit,"[array([1111.21405875,  223.58624413,  979.95136753])]"
36500,movel_fit,"[array([1109.70202051,  233.69637653,  980.99651818])]"
37000,movel_fit,"[array([1107.69339238,  243.68537819,  982.33265585])]"
37500,movel_fit,"[array([1105.21892199,  253.54118093,  983.86914005])]"
38000,movel_fit,"[array([1102.31726236,  263.26281194,  985.50417974])]"
38500,movel_fit,"[array([1099.03139529,  272.86250106,  987.13416702])]"
39000,movel_fit,"[array([1095.40863448,  282.35865588,  988.65999347])]"
39500,movel_fit,"[array([1091.50171856,  291.77144307,  989.99235159])]"
40000,movel_fit,"[array([1087.3696572 ,  301.12158589,  991.05677334])]"
40500,movel_fit,"[array([1083.07800772,  310.43107405,  991.79819454])]"
41000,movel_fit,"[array([1078.70093654,  319.7201465 ,  992.18446541])]"
41500,movel_fit,"[array([1074.31778872,  329.01600215,  992.20945437])]"
42000,movel_fit,"[array([1070.01736009,  338.3452522 ,  991.89401005])]"
42500,movel_fit,"[array([1065.89579542,  347.74049767,  991.28631528])]"
43000,movel_fit,"[array([1062.05844547,  357.23930544,  990.46071759])]"
43500,movel_fit,"[array([1058.62336528,  366.87853122,  989.51604629])]"
44000,movel_fit,"[array([1055.72187838,  376.69084102,  988.57179449])]"
44500,movel_fit,"[array([1053.49790933,  386.68963578,  987.7608916 ])]"
45000,movel_fit,"[array([1052.0964803 ,  396.85254244,  987.21408866])]"
45500,movel_fit,"[array([1051.63767868,  407.10893579,  987.03316621])]"
46000,movel_fit,"[array([1052.1830497 ,  417.36266611,  987.25959157])]"
46500,movel_fit,"[array([1053.71586054,  427.50348295,  987.8567414 ])]"
47000,movel_fit,"[array([1056.14652829,  437.44923502,  988.71733472])]"
47500,movel_fit,"[array([1059.34248127,  447.16626845,  989.69225939])]"
48000,movel_fit,"[array([1063.1579698 ,  456.66291887,  990.62106831])]"
48500,movel_fit,"[array([1067.44976943,  465.97121216,  991.35296976])]"
49000,movel_fit,"[array([1072.0836252,  475.1363896,  991.7596466])]"
49500,movel_fit,"[array([1076.92878063,  484.19949783,  991.74311651])]"
50000,movel_fit,"[array([1081.86008697,  493.20300849,  991.24329114])]"
